Unnamed: 0.1,Unnamed: 0,Ã¯Â»Â¿ID,text,label,TFIDF_RF_prob,BERT_CNN_prob,TFIDF_LR_prob,GPT2_CNN_prob
124,968,969,"Ã¢Â€ÂšÃƒÂ„ÃƒÂºThis is your last &amp; final warning!Ã¢Â€ÂšÃƒÂ„ÃƒÂ¹
Silencing critics is de rigeuer for this School Board

Further intimidating Loudoun parents with Closed Session vote: any audience Ã¢Â€ÂšÃƒÂ„ÃƒÂºinterruptionÃ¢Â€ÂšÃƒÂ„ÃƒÂ¹ (aka opposition), theyÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ll unilaterally shut down public comment for hundreds &amp; just Ã¢Â€ÂšÃƒÂ„ÃƒÂ²move onÃ¢Â€ÂšÃƒÂ„ÃƒÂ´. ",0,0.206229744,0.000100686,0.254146729,0.16569078
125,136,137,"The fact that theyÃ¢Â€ÂšÃƒÂ„ÃƒÂ´re still forcing masks on everyone tells you how fkn stupid school boards are. 
 ",0,0.220286261,0.000628373,0.261776088,0.00082489
126,993,994, Lcps is endangering students through the covid pandemic and upcoming severe weather changes. I believe it is irresponsible of the school board to keep the facilities open throughout these times. Make a change for students safety.,0,0.120726659,2.98E-06,0.069521475,0.000343838
127,126,127,Loudoun County School Board NIGHTMARE Continues | The Chad Prather Show  via ,0,0.271240433,8.83E-06,0.495081851,0.012092534
128,2186,2187,"Youngkin demands resignations from Loudoun County School Board in wake of bombshell email

",1,0.929062515,0.99999964,0.988746276,0.9999615
129,81,82,"Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ§Victory For Parents As Judge Sides With Loudoun Parents, Against Prosecutor On School Board Recall
 ",1,0.870482415,0.07320046,0.987654314,0.057977173
130,1578,1579,"Candidate quality matters:  Youngkin turned out to be an excellent retail politician, McAuliffe absolutely awful.  But big thanks also to the Loudoun Co. school board and AG Garland for really turning out the vote for Youngkin.  Brilliant play!",0,0.375840426,0.002683187,0.392234879,0.19584966
131,780,781,Loudoun school board member seeks superintendentÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s resignation over transgender policy ,1,0.636825997,0.16543117,0.814894272,0.5151133
132,2035,2036,                                                  More than 60 parents and students addressed the Loudoun County School Board during a fiery meeting Tuesday night in the wake of the two alleged assaults that occurred at two different schools on May 28 and Oct. 6.,0,0.133896003,1.53E-06,0.090252408,0.003725601
133,515,516,"They aren't going away
",0,0.12458615,0.32668298,0.147910377,0.30195612
134,1703,1704, In Loudoun County a quorum of school board members had a private FB group where they kept a list of parents they deemed insufficiently anti-racist. 600 people in group including teachers &amp; admins. Total violation of open meeting laws. Of course parents were angry.,1,0.520638067,0.002743332,0.78768284,0.004901427
135,1818,1819,"School Board Summary April 27,  LCPS Loudoun ",0,0.06971154,2.07E-05,0.025582342,0.005053252
136,2042,2043,"Since when do schoolboards not answer to the parents and the community? Since when are they not accountable, public servants?

Time to teach conservative activists how to successfully recall those elected to office.

loudouncounty 

",1,0.650901042,0.9999845,0.62475852,0.9977277
137,2281,2282,"""You have buried a sexual assault to protect your precious 8040 policy,"" Carrie Michon, a grandmother of Loudoun County children, accused the school board, referencing a pro-transgender policy. ""Every last one of you, resign!""",1,0.58676518,0.9999982,0.212801529,0.80664647
138,1714,1715,"Virginia's Loudoun County School Board silences public comment after raucous meeting, 2 men arrested  FoxNews

LEFT TRYING TO IMPOSE THEIR RADICAL HATE-FILLED AGENDA

VRA",0,0.072627996,2.21E-07,0.024354591,7.57E-05
139,1616,1617,"Loudoun County parents demand resignation of $295K-a-year superintendent who DENIED any student had reported a sex assault one month AFTER 15-year-old girl told teachers she was raped by ...
via  ",1,0.609250592,0.9992824,0.490997283,0.22484346
140,1481,1482,"Parents can be a scary bunch! Superintendent Ziegler made an Ã¢Â€ÂšÃƒÂ„ÃƒÂºextraordinary requestÃ¢Â€ÂšÃƒÂ„ÃƒÂ¹ of Ã¢Â€ÂšÃƒÂ„ÃƒÂºmultiple LCSO deputies, a five-person Quick Reaction Force (QRF), undercover LCSO deputies at the administrative building, a special operations team...Ã¢Â€ÂšÃƒÂ„ÃƒÂ¹ Fox News 

",0,0.082005627,0.001333096,0.025847804,0.000407162
141,1080,1081,"  I live here in Loudoun. There have been two statements released, by the LCSO and the school board. Both confirmed the story and bothed pointed fingers at the other.",0,0.072831779,0.000488229,0.008462537,0.000656558
142,934,935,"To all who came to protest against CRT during a Loudoun County School Board meeting earlier should be embarrassed. Would love to know your understanding of what CRT actually involves. Please comment. 

You are free to remain ignorant just don't punish the children. Virginia ",0,0.076995568,2.17E-06,0.029137751,0.002621641
143,1784,1785,   I'm working in Loudoun County right now. The media has done a great job of keeping this hush hush. Folks I've talked to weren't even aware of it. The school board and the county DA should be jailed.  Prayers for the parents who's children are still in the care of these monsters.,1,0.406311647,0.99993324,0.545523196,0.97029984
144,2090,2091,Meet AshburnÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s new rep on the besieged Loudoun School Board -  ,0,0.058388755,0.069540635,0.018086563,0.019826187
145,727,728,"Thousands of Fed-Up Loudoun County Parents Work Together to Banish Disgraced School Board Members

READ: ",1,0.641043125,0.99988234,0.44577603,0.9691799
146,2163,2164,Loudoun school board member Beth Barts resigns her position  Go parents and Fight for schools groups!  These arrogant  school board members believe they own our kids and they don't! Schools need to teach what parents want them to teach period! CRT is out,1,0.750713816,0.9993993,0.992248875,0.97088766
147,2193,2194," ""Radical"" Loudoun School Board?? is he kidding? Such desperation.",0,0.106161116,0.000224651,0.205295097,0.001602772
148,2317,2318,Parents file petition to remove Loudoun County school board chair  ,1,0.879523539,0.9999999,0.998522975,0.9991553
149,480,481,"pact parentsagainstcriticaltheory loudouncounty
Where you go one, you go all.  Tough week, huh? Forecast for next week? Not looking good.
        
",0,0.171819461,7.59E-05,0.156974067,0.043789048
150,1076,1077,"The same LCPS school board now begging for you to believe them about rape cover-ups, still has the enemies-listing banshee that was caught lying to the Sheriff in the previous investigation on it.

In case anyone was wondering about how credible they are here.",0,0.303840007,8.35E-06,0.767017398,0.001166964
151,1560,1561,"Hearing that a school board meeting in Loudoun Co VA got violent about trans students is no surprise having lived near Loudoun and knowing the region politically, BUT.

Anti-trans reactionism isnÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t just in the rural US. (Loudoun is full of rich tech people!) ItÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s everywhere.",0,0.129577383,1.89E-06,0.018006934,0.000107636
152,580,581,Two parents arrested as woke Loudoun County School Board meeting descends into violence over new trans rules  ,0,0.075126992,1.12E-07,0.090163027,4.63E-05
153,849,850," Loudoun County will be Red in November.  The parents are pissed off, and they have had enough of the commie School Board.",1,0.30806799,0.98569214,0.333846599,0.49877185
154,352,353,"1/4Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ®Ã¢Â€Â¢Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ®Ã¢Â€Â¢Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ®Ã¢Â€Â¢Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ®Ã¢Â€Â¢Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ®Ã¢Â€Â¢Last night at the Loudoun County School Board meeting, a student board representative was heckled by one of the audience members. ArmyOfParents does not condone this behavior under any circumstances. That student is a child.",0,0.2442419,3.54E-06,0.029647346,0.000285988
155,743,744,"LCPS are closed tomorrow, Jan. 4, 2022 with Admin Offices opening at NOON.  All evening activities on school campuses are cancelled. 

The organizational meeting of the School Board will go on, as scheduled, at 6:30 p.m. Tuesday. ",0,0.06281839,2.37E-06,0.044013581,8.69E-05
156,866,867,    Loudoun Virginia high school students stage boycott Walk out a high score over cover-up of rape of a female student by school board and the administration,0,0.080342522,1.08E-05,0.04076898,0.21085912
157,1225,1226,Loudoun County School Board shuts down public comment ,0,0.051666891,8.25E-08,0.017305202,1.82E-07
158,2343,2344, Everyone on the Loudoun County Public School Board should resign or be fired immediately!!,1,0.7727817,1,0.995894668,0.9999993
159,9,10," ""It is painful to see Loudoun in the news like this ... The reality is, these are conversations that are happening in school districts across the country.""

Supervisor Letourneau on the contentious debates at school board meetings

",0,0.044308947,7.11E-06,0.007342505,0.00074715
160,1828,1829,The convicted teen's lead attorney today was Caleb Kershner.  Kershner is on the Loudoun County Board of Supervisors &amp; said in court this morning his client was put in a situation by the school that should have never happened.   loudouncounty ,0,0.352094239,0.001297564,0.184954224,0.002657209
161,1778,1779,"AfricaBrief Loudoun County parents demand superintendent resign over alleged sexual assaults in schools: More than 60 concerned parents, students, and residents spoke at the Loudoun County School Board meeting Tuesday, with many demandingÃ¢Â€ÂšÃƒÂ„Ã‚Â¶  AfricaBrief ",1,0.560220588,0.9999783,0.498473212,0.9848365
162,2195,2196,'Resign tonight! All of you!': Emails show Loudoun school board knew abo...  ,1,0.760582365,0.9999995,0.843525621,0.9898375
163,895,896,"Virginia parents blast school board over graphic books, critical race theory: 'Pretty despicable' | Fox News Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â©  ",0,0.394919972,0.000794117,0.306851468,1.21E-05
164,876,877,"If you are a registered Loudoun County voter who has not yet signed a school board recall petition, please go to this web site and find a signing event or fill out the request form and someone will contact you to arrange signing. 

",1,0.873075087,0.9996617,0.871159551,0.99998367
165,1869,1870,   IÃ¢Â€ÂšÃƒÂ„ÃƒÂ´m not a parent but my Loudoun County has now gone to an all time low in the schools ,0,0.175034745,0.00927865,0.163857327,0.000733759
166,229,230,"Loudoun SB  are anti parent and anti 1A. They are sick and want you silenced. Too bad. Right on, recall, remove, replace. Action action action. ",1,0.610488695,0.99957687,0.894596678,0.9943749
167,233,234,Glenn Youngkin calls for investigation into Loudoun County school board over sexual-assault case Ã¢Â€ÂšÃƒÂ„ÃƒÂ¬Ã‚Â¬Ã¢Â€Â NEWPAPER24 ,1,0.775969461,0.9855058,0.915268592,0.97679
168,825,826,"Lousy Loudoun county school board meeting live

",0,0.052324269,1.89E-08,0.011750656,0.001471496
169,667,668,More Petitions to Remove School Board Members Eligible for Court Filing  Loudoun ,1,0.856546781,0.9999999,0.995129161,0.99829394
170,1601,1602," DidnÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t the school board just vote to use funding for bonuses for administrators? Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ²Ã‚Â°Perhaps the Board of Supervisors should actually get SERIOUS about oversight of the spending of taxpayer $$$$ by LCPS,, and send a message to the school board that they MUST PRIORITIZE kidsÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ needs",0,0.346231194,0.000143824,0.259177289,0.008341067
171,997,998," if the LCPS school board members still have their positions after the next election, then there is something seriously wrong with Loudoun County residents.",1,0.750780701,0.999995,0.861959987,0.7032185
172,1220,1221,"Parents in Loudoun county showed up in force to stand up against the ""wokest school board in America"" trying to force a left-wing agenda into schools. ",1,0.187873352,0.44843167,0.251438981,0.13725595
173,2154,2155,"School Board member steps down as the school district drew national attention over its handling of two sexual assault cases and critical race theory indoctrination.

",1,0.392433485,0.9999918,0.144476051,0.08857861
174,2076,2077,"Loudoun County Gives Disgusting Response to Alleged Cover-up of Rape Involving Transgender Policies - All Members Of Loudon County School Board Must Be FIRED Immediately &amp; Held Criminally responsible - PARENTS Protect Your CHILDREN 
 ",0,0.476243823,0.99999785,0.907137142,0.97422737
175,33,34,"The Loudoun County School Board is busy covering up rape because it distracts from their crusade to label upset parents as terrorists. Meanwhile, Virgina Democrats spent 2020 working to change the law to erase reporting provisions that defend victims of sex crimes. ",1,0.18319787,0.000627514,0.107592508,0.011192233
176,459,460,Parents Fight to Recall Loudoun County School Board: 'They Are Emotionally Abusing Our Children' ,1,0.781537682,0.999265,0.982627482,0.99601007
177,1713,1714, Catch a Loudoun County school board meeting,0,0.039207692,3.15E-07,0.001959953,0.001390756
178,1191,1192,"... Loudoun School Board hasnÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t gotten the message
 - yet.

alldayeveryday - until they do ",1,0.215542394,0.012937975,0.37848841,0.09811797
179,1897,1898,"Iranian Christian immigrant goes OFF on woke school board: If you push preferred pronoun mandates then ""I will make you call my kids 'king' and 'queen'""! ",0,0.086652148,1.23E-05,0.068619331,2.81E-07
180,67,68,"EXPOSED: Loudoun County School Board Was Informed on the Day of Alleged Bathroom Assault
",0,0.143170196,0.000112701,0.328754526,0.002223556
181,2026,2027,"Mike Pence visits Loudoun County, calls on school board members to resign ",1,0.812293869,0.99999964,0.976755413,0.9961694
182,2192,2193,"The Loudoun Co. Public Schools system has reportedly denied that Critical Race Theory is part of teacher training &amp; curriculum.
",0,0.124625074,2.88E-06,0.024629023,4.55E-06
183,1839,1840,Matt Walsh LEVELS Loudoun County School Board: Ã¢Â€ÂšÃƒÂ„ÃƒÂºYou Are All Child AbusersÃ¢Â€ÂšÃƒÂ„ÃƒÂ¹  via  pass it on Until this insanity stops,0,0.133322112,5.72E-06,0.058156347,0.02161246
184,1398,1399,"2 parents protesting against CRT and a transgender policy have just been arrested after a Loudoun County, Virginia school board meeting was declared an unlawful assembly. ",0,0.099318167,2.24E-06,0.047315396,0.000369463
185,1915,1916,"Also, I understand Loudoun has a couple proposed maps for BOS and School Board?  If anyone has a link to those, please share!",0,0.115188761,4.26E-05,0.045947795,0.002236049
186,566,567,"  All the small ""local"" groups that spring up (especially in Loudoun County) will funded enough to bring lawsuits against school districts and school board members.",1,0.600083564,0.9974389,0.559622371,0.98439676
187,2157,2158,"Loudoun County parents give an inside look at these school board meetings and the insanity that is STILL ongoing in LCPS 

",0,0.057890067,1.20E-06,0.023966068,0.008151401
188,1320,1321,Loudoun School Superintendent Scott Ziegler needs to go.  Parents would not be raising so much hell if he and the school board would answer their questions and they do their jobs ethically.  He actually should be charged for covering up the sexual assault. ,1,0.290669481,0.99874336,0.542017777,0.8023591
189,726,727,  LOL - Pastor G was praying for the Loudoun School Board because he rightly believes it is demon possessed.,0,0.111909714,5.66E-06,0.645249955,0.000405031
190,1946,1947,The school board and admin of Loudoun school district should all be charged with crimes for covering up sexual assaults in their schools.  ItÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s bad enough they indoctrinate kids but they have to held accountable for keeping kids safe. I wonder how many other rapes will come 4ward,1,0.233354513,0.9999192,0.347801546,0.9988746
191,676,677,"  4)There is some Pushback. But VA may not want the FBI around Loudoun County School Board after all that's come out over past days there.

",0,0.129557584,0.004252436,0.058829463,0.007710146
192,1548,1549,EXCLUSIVE: Manhattan Beach Unified School District Board Auditions for Loudoun County of theÃ‚Â¬Ã¢Â€Â Pacific ,0,0.048345526,2.03E-06,0.048997311,0.003198154
193,200,201,"LIVE NOW: Parents sound off at the Loudoun County, VA school board meeting. 

WATCH: ",0,0.043342522,2.93E-08,0.011255351,1.65E-05
194,851,852," 

The coverup continues 

Let this sink in 

As a father what would you do???  
Daughter sodomized by transgender and school coverup and father banned from School board meeting
",0,0.133769879,4.31E-06,0.015859918,0.006631805
195,858,859,"Matt Walsh LEVELS Loudoun County School Board: Ã¢Â€ÂšÃƒÂ„ÃƒÂºYou Are All Child AbusersÃ¢Â€ÂšÃƒÂ„ÃƒÂ¹

",0,0.05589863,4.28E-06,0.027354918,0.001919303
196,1052,1053,"Ã¯Â£Â¿ÃƒÂ¼Ã‚Â§ÃƒÂ®Ã¯Â£Â¿ÃƒÂ¼Ã‚Â§ÃƒÂ® chihuahua running scared?
",0,0.06814871,0.001350605,0.057632388,0.004967298
197,2363,2364,If only the Loudoun County School Board devoted this amount of security planning on ensuring their students aren't raped in bathrooms. ,0,0.057218113,1.09E-07,0.019527468,0.000446465
198,257,258,"""Parents in Loudoun County have been leading protests against the school boardÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s policies despite the threats of lawsuits and being arrested.""

Analysis from , Right bias:

",0,0.144712248,0.40991366,0.135611459,0.74155104
199,1289,1290,"This is the garbage parents get from deeply WOKE Public School Boards!

Of course, what can you expect from the National School Board Association's Marxist Communications Director? Parents are Domestic Terrorists!

Loudoun is the WORST!
Fairfax is working hard to catch them! ",0,0.133749034,0.00108737,0.074776145,0.047700457
200,1927,1928,Ã¢Â€ÂšÃƒÂ„ÃƒÂ²A Dissenting Opinion Is Not AllowedÃ¢Â€ÂšÃƒÂ„ÃƒÂ´: Teacher Sobs As She Quits In Front Of School Board Over Ã¢Â€ÂšÃƒÂ„ÃƒÂ²High PoliticizedÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ Agenda ,0,0.070625793,1.10E-05,0.014900359,0.002434535
201,514,515,"  Loudoun county school board messed up, and  its an extreme red wave. They won by less them 2 points.",0,0.074675132,0.012225385,0.033336158,0.78033805
202,1711,1712,Youngkin demands resignations from Loudoun County School Board in wake of bombshell email  FoxNews!!,1,0.937937706,0.99999976,0.991159753,0.999977
203,52,53,  Does your list apply to School Board members? ,0,0.2441448,0.002496182,0.950105983,0.13745224
204,2002,2003,"Beth Barts, Loudoun County School Board Member who led parents in the bullying of parents who don't hold her views, resigns but STILL FAILS TO UNDERSTAND THE WORD INCLUSIVITY. Message to all who support Barts: You're embarrassing yourself if you think you're inclusive/tolerant. ",1,0.651520053,0.7726017,0.735545565,0.96927065
205,262,263,"      What is the evidence of the specific death threats from Republicans?
Anything like the CRT supporter threatening to bring his 1000 soldiers ""locked and loaded""? 
",0,0.110947047,0.000127521,0.129301674,0.021140492
206,1430,1431,"WIN Daily Jan 20
Loudoun County Public Schools is determined to keep in-person learning in place. Even if it means defying the Governor.
Click to get your free subscription today.

COVID19 GlennYoungkin LoudounCountyPublicSchools ScottZiegler ",0,0.141528491,0.003714555,0.049576423,0.000340604
207,405,406,"investigation came when male student was allowed to use girls' facilities is sentenced to life sex offenderÃ¢Â€ÂšÃƒÂ„Ã‚ÂºÃƒÂ”Ã¢ÂˆÂÃƒÂ¨
Officials didn't disclose after superintendent was asked  mtg
Sex offender was moved to a diff school &amp; now convicted of another assaultÃ¢Â€ÂšÃƒÂ„Ã‚ÂºÃƒÂ”Ã¢ÂˆÂÃƒÂ¨ ",0,0.160670609,0.051778186,0.322091525,9.56E-06
208,1881,1882,"The State of Virginia's new attorney general Jason Miyares fired the conviction integrity unit &amp; announced a probe into Loudoun County School Board, plagued by scandal over critical race theory-inspired 'equity' lessons and a child rapist.  ",1,0.433111678,0.96860516,0.215198196,0.98610663
209,601,602,UDPATE: Loudoun County school board takes appeal to Supreme Court:  ,1,0.10196965,0.000233868,0.136357374,0.07305425
210,204,205,Ã¢Â€ÂšÃƒÂ„ÃƒÂ²See You in CourtÃ¢Â€ÂšÃƒÂ„ÃƒÂ´: Parents Announce TheyÃ¢Â€ÂšÃƒÂ„ÃƒÂ´ve Got Enough Signatures to Have Judge Oust Loudoun Co. School Board Members | CNSNews ,1,0.754706945,0.9978643,0.965335507,0.23220715
211,7,8, Thank you and the school board for representing and advocating for all of our students in Loudoun County.,0,0.075920885,0.000226524,0.096323159,0.000236957
212,1284,1285,Pressure from parents worksÃ¢Â€ÂšÃƒÂ„Ã‚Â¶ ,0,0.170535219,0.004456434,0.520476149,0.008357478
213,384,385,"   Umm, in Loudoun County, the School Board needed more than a nudge. They have arrogantly refused to listen to parents.
PromisesMadePromisesKept",1,0.325409975,0.001302709,0.414131972,0.004716354
214,734,735, Watch this Loudoun Cty school board issue die once the elections are over!!!,1,0.723364504,0.99998796,0.471565789,0.9528493
215,824,825,"Loudoun County principal and school system are not protecting its girls. Time to call for Tim FlynnÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s resignation. The family should sue the school, the school board, and the idiot cop who arrested the father while unnecessarily roughing him up.  ",1,0.576719576,0.9863783,0.737319465,0.99657
216,2471,2472,"  I appreciate Rowling, but voted for Scott Smith, the Loudoun VA father whose daring face-down with the school board who enabled his daughter's rape due to a gender bathroom policy ended up throwing a US gubernatorial race. A father who, protecting his kid, brought down a regime.",0,0.216435178,0.003054442,0.095005497,0.00046858
217,109,110,Loudoun County VA momma grizzly Ã¯Â£Â¿ÃƒÂ¼ÃƒÂªÃ‚Âª unloads in  school board officials of the detrimental effects of masks and continued Covid 19 measures. ,0,0.295034317,0.000124759,0.126324278,0.001124766
218,1490,1491,"Loudoun County School Board chair accuses parents of 'dog-whistle politics'


Vote them the heck out in the next election! Enough of leftist intolerance disguise as woke racism Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â© Ã¢Â€ÂšÃƒÂ…Ã‚Â¶Ã¢Â€ÂšÃƒÂ…Ã‚Â©",1,0.593682527,0.9986753,0.876095823,0.99926573
219,677,678,"Ã¢Â€ÂšÃƒÂ„ÃƒÂ´  is coming up on  and company n  105.9fm around 835am. 

Covering last nights  school board meeting in Loudoun Co VA. 

   ",0,0.070412685,1.09E-06,0.016835287,0.001680658
220,1878,1879,"Las Cruces Public Schools Board of Education voted to elect Pamela Cort to the vacant District 2 board position.

See story:  ",0,0.368692334,0.96495205,0.514639808,0.03533291
221,271,272,"Loudoun County School Board BLASTED Over Bombshell Daily Wire ExposÃ¢ÂˆÂšÃ‚Â©  via  LOUDON COUNTY SOUNDS LIKE A GREAT PLACE TO ""NOT"" RAISE A CHILD IN",0,0.17913453,7.89E-05,0.173476028,0.011068716
222,1716,1717,"LCPS school board changed the rules at the last minute, shipped in radicals from outside the county to jam up the public comment time, shut down public comment with many speakers still waiting, and pre-arranged heavy-handed enforcement.

But parents caused the chaos. ",0,0.083546729,1.28E-06,0.005099861,0.010898313
223,1600,1601,"""I canÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t really just say what I mean, even though the other side can say whatever. To me, and to a lot of Chinese, it is heartbreaking that we escaped communism and now we experience communism here."" Xi Van Fleet (speech to Loudoun County, Virginia school board) 

SheÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ­ÃƒÂ˜ right",0,0.126423261,2.11E-06,0.060078105,1.55E-05
224,1374,1375,"Virginia parents blast school board over graphic books, critical race theory: 'Pretty despicable'


Parents every where, of every race, need to be loud and active in rejecting CRT in their childrenÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s schools.",0,0.152853336,0.000151842,0.237702798,6.75E-05
225,1056,1057,Loudoun County Superintendent has apologized for failing to provide a safe environment and one of the school board members has resigned. This is a start. How are they going to fix these problems moving forward?,1,0.810077508,0.99992645,0.686542473,0.9990578
226,1385,1386,"Father says his daughter was raped by boy in girls' bathrooms  via  do you remember this man , you do but this story won't play on the msm , the face of domestic terrorism at school board meetings the AG would have you believe an send the FBI to",0,0.086158488,0.000747404,0.008657471,0.000900767
227,2118,2119,School Board Implements New Anti-Discrimination PoliciesÃƒÂ”ÃƒÂ¸Ã‚Âº  Loudoun,0,0.22319607,5.95E-08,0.535462405,0.022470916
228,1765,1766,"It's not the impact of masking that you are angry about but the fact that we have all lost 2 years of our lives to COVID Kids seeing their parents fight in school boards, threaten school board members lives &amp; make student reps cry, that is shameful Loudoun ",0,0.279598947,0.10809578,0.514174376,0.006252004
229,2060,2061,"Why were Loudoun County, Va., schools on Fox News 78 times in four months? A preview of what the 2022 midterm elections might look like.  ",0,0.472291414,2.52E-06,0.20944984,5.44E-05
230,2058,2059,Critical gender theory is a mistake: Loudoun County school board's cover up of school rape is proof of woke disaster ,0,0.114065765,1.28E-07,0.060234011,0.000258046
231,645,646,   You do know that it is right? And the literature chosen by teachers to have their kids read... graphic sexually explicit material... googled Loudoun County Public School Board in the last year? Living under a rock?,0,0.068684776,2.76E-05,0.015164297,0.000357636
232,2116,2117,"Not entirely. Loudoun County Public Schools Superintendent and School Board members are still in place.
They'll looking for ways to evade, and they'll be slow-walking as much as they can what they can't evade. ",0,0.437076385,0.97724813,0.518220293,0.09240037
233,235,236,Loudoun email reveals superintendent notified school board on day of alleged sexual assault  via ,0,0.154471912,4.73E-05,0.198561038,0.013833432
234,539,540,WATCH: Loudoun County Teacher Addresses School Board before Resigning  via  ,0,0.309943893,0.000660263,0.213812061,0.015122389
235,1163,1164,Joint County and School Board Committee Nixes Potential Combined Healthcare Contract  Loudoun,0,0.250296238,3.41E-06,0.498975133,0.042830404
236,1459,1460,"Way to stop corrupt school board is to sue the school district and board members individually: Loudoun County responds after dad says school district concealed  daughter's bathroom assault by male in a dress in order to push their trans political agenda.

",1,0.363281021,0.98268986,0.319587859,0.9987029
237,274,275,I truly hope every Loudoun County school board member is looking at that new Republican governor and attorney general and crapping themselves.,0,0.720963932,0.07466505,0.576946416,0.028729428
238,1193,1194,"Email shows Loudoun County School Board knew about sexual assault the day it happened, contradicting previous statements.   ",0,0.097565467,2.37E-05,0.027390862,0.008841227
239,1644,1645,"   Also when you research,be sure 2see how Wexton did NOTHING to stop the ridiculous and possibly criminal Loudoun School boardÃ¢Â€ÂšÃƒÂ„ÃƒÂ´s agenda against parents and students.I get that Roe is important to some,but our kids are even more so and if we donÃ¢Â€ÂšÃƒÂ„ÃƒÂ´t stand for them who are we? ",1,0.185240602,0.020203924,0.306801201,0.006783298
240,2432,2433,"WATCHÃ¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ„Ã¯Â£Â¿ÃƒÂ¼ÃƒÂ«ÃƒÂ¡ LoudounCountySchoolBoard  Meeting Erupts After SexualAssault MeToo Bombshell: Ã¢Â€ÂšÃƒÂ„ÃƒÂ²You Buried a Rape Ã¢Â€ÂšÃƒÂ„ÃƒÂ´
SaveTheChildren
ParentsMatter
TakeBackOurSchools
school CHOICE
Homeschooling 

",0,0.118610546,0.014951328,0.03148824,0.016284138
241,1258,1259,"BLACKOUT: , , and  skip Loudoun County students protesting lib school board that covered up rape of a minor girl.  ",0,0.054567591,0.001524563,0.012100071,0.000257833
242,372,373,"Bet not 1 republican or cable opinion news show entertainer step foot back in Loudoun County school board meetings..

They got their money's worth!",0,0.276451775,0.107740745,0.667302326,0.001377992
243,707,708,Loudoun County parents need to elect a patriot based school board . Make yourself heard at the polls! Our children are at risk. Taxes are high in the county and used for woke indoctrination . ,1,0.450045032,0.9999918,0.566202747,0.72298276
244,1273,1274,"What is the definition of ""literature"" and what is smut? Apparently pornography is literature and Dr. Seuss is smut. ClownWorld Honkler
",0,0.028158047,4.08E-08,0.004598929,2.52E-05
245,1581,1582,"a felony conviction in Virginia makes you ineligible to hold public office

there won't be a Loudoun County School Board soon",1,0.246595542,0.9716545,0.280835158,0.17508218
246,327,328,"Those parents cared 0% for safety. They were just spreading the hate and lies about Covid-19 being spread by the Lunatic In Chief aka Orange Hitler, who they worship like a god. These parents were and are storming the school board at my school district in Loudoun County. ",0,0.153837498,0.021499217,0.12898745,0.03469541
